CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0.5,Child6.12,Child13.18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,PoundsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal
29559,60,100,14,S,M,M,5,Y,65,100,100,107000,W,5,O,0,11,19.0,0.79,1,129,A,0,1,0,0,0,1,0,0,0,N,0,129,129,104,No
18573,40,100,6,S,F,S,1,Y,100,65,45,36000,M,4,O,0,10,0.0,0.61,0,78,A,0,1,0,0,0,1,0,0,0,N,0,78,78,61,No
27028,46,100,6,S,F,M,3,Y,100,100,100,163000,W,8,O,0,7,0.0,0.92,0,73,A,0,1,0,0,0,1,0,0,0,N,0,360,73,61,No
20583,64,100,12,S,F,M,6,Y,100,100,45,67000,R,3,E,0,4,0.0,0.58,0,25,A,0,1,0,0,0,1,0,0,0,N,0,34,25,9,No
36585,46,100,14,S,F,S,1,U,25,25,45,35000,U,2,E,0,3,23.0,0.64,2,45,M,0,1,0,0,0,1,0,0,0,N,0,47,45,9,No
38605,65,100,13,S,F,M,3,Y,35,25,25,16000,U,1,E,0,1,2.0,0.17,1,21,A,0,1,0,0,0,1,0,0,0,N,0,21,21,7,No
14078,71,100,14,S,F,S,3,N,45,45,35,55000,W,6,O,1,8,22.0,0.61,1,110,2,0,0,0,1,0,1,0,0,0,N,0,111,111,75,No
2704,50,100,11,S,F,M,3,N,45,55,45,150000,H,6,E,0,5,59.69,0.86,5,30,A,0,2,0,0,0,2,0,0,0,N,0,300,30,13,Yes
6015,59,100,13,S,F,M,3,N,45,35,45,151000,W,9,O,2,8,82.97,1.03,5,77,2,0,0,0,2,0,2,0,0,0,N,0,116,78,42,No
18428,36,100,1,S,M,M,2,Y,35,45,45,252000,W,9,B,0,7,20.0,0.29,1,77,0,2,0,0,1,0,1,1,1,0,N,0,83,83,42,No
23436,45,100,9,S,M,M,4,Y,65,65,100,169000,W,6,O,0,10,72.96,0.89,4,109,A,0,2,0,0,0,2,0,0,0,N,0,216,109,59,No
1422,32,50,11,S,F,S,1,U,0,25,25,25000,B,3,E,0,2,0.0,0.0,1,22,A,0,1,0,0,0,1,0,0,0,N,0,22,22,8,No
33505,36,100,14,S,F,M,6,Y,100,100,100,42500,W,2,O,0,10,22.0,1.83,1,77,A,0,1,0,0,0,1,0,0,0,N,0,77,77,64,Yes
40298,27,0,1,M,M,M,2,Y,15,100,100,28000,M,6,E,1,6,40.87,0.42,3,65,4,1,1,0,1,0,2,1,1,0,N,0,68,68,31,No
31087,51,100,1,S,F,M,4,Y,35,0,45,98000,W,4,O,0,6,46.0,0.96,2,71,A,0,1,0,0,0,1,0,0,0,N,0,110,71,47,No
29865,77,100,14,S,F,M,2,N,0,0,0,62500,R,9,A,0,3,133.97,0.89,8,32,A,0,5,0,0,2,3,0,0,0,N,0,358,35,10,Yes
24412,24,100,8,M,M,M,2,N,0,0,0,62500,U,3,E,3,3,104.0,0.87,5,32,A,0,1,0,1,0,2,0,0,0,N,0,108,96,47,No
13246,49,100,14,S,F,M,5,Y,100,100,100,90000,W,3,O,2,7,80.97,0.54,5,95,2,0,1,0,2,0,4,0,0,0,Y,1,96,96,60,No
6097,59,100,14,S,F,M,2,N,45,45,35,134000,M,2,O,2,6,79.98,0.56,6,92,2,0,1,0,1,0,2,0,0,0,N,0,276,94,58,No
27739,66,100,1,S,F,S,2,N,0,0,0,42500,M,2,O,2,10,41.0,0.6,3,107,M,0,2,0,0,0,2,0,0,0,N,0,108,107,59,No
21855,42,100,14,S,M,M,4,Y,100,100,100,112000,H,6,O,1,6,50.67,0.53,4,71,1,0,1,0,1,0,2,0,0,0,N,0,197,72,36,No
32482,68,100,8,M,F,M,2,N,0,0,35,44000,R,3,E,0,4,61.0,0.47,5,35,A,0,4,0,0,0,4,0,0,0,N,0,93,65,28,No
7356,64,100,10,S,F,S,2,Y,0,0,100,62500,B,2,E,1,4,34.91,0.3,2,56,0,2,1,0,1,0,3,2,0,0,N,0,216,57,19,No
398,52,20,1,M,F,S,2,Y,100,100,15,55000,U,7,O,0,8,29.94,1.25,2,92,A,0,1,0,0,0,1,0,0,0,N,0,105,92,79,No
19247,70,100,1,S,U,M,6,Y,0,100,100,20000,R,2,O,0,4,44.0,1.47,2,60,A,0,1,0,0,0,1,0,0,0,N,0,64,60,44,No
36339,32,100,4,S,F,S,5,N,15,0,35,46000,U,2,E,0,4,66.0,1.83,1,50,A,0,1,0,0,0,1,0,0,0,N,0,50,50,13,No
6314,79,100,6,M,F,M,2,N,15,0,35,21000,M,2,O,0,7,79.97,0.66,8,82,1,0,1,1,1,0,3,0,0,0,N,0,210,83,53,No
18179,73,100,14,S,F,M,4,N,25,0,45,68000,R,3,O,0,6,0.0,0.92,0,91,1,0,0,0,1,0,1,0,0,0,N,0,93,93,80,No
29592,40,100,2,S,F,M,3,Y,100,100,45,281000,W,9,E,0,3,35.97,1.09,2,26,A,0,4,0,0,0,4,0,0,0,N,0,129,129,115,No
11716,57,100,14,S,F,M,4,Y,35,0,25,196000,U,9,E,1,4,43.96,0.53,2,59,1,0,1,0,1,0,2,0,0,0,N,0,141,60,23,No
25974,34,100,14,S,F,M,5,Y,100,100,0,73000,W,2,E,1,1,24.97,0.2,3,63,F,1,1,0,0,0,2,0,1,0,N,0,63,63,52,No
9993,69,100,14,S,M,M,3,N,45,35,35,70000,U,6,E,3,3,319.76,2.84,18,43,A,0,2,0,0,0,2,0,0,0,N,0,348,131,105,No
7427,60,100,1,S,F,M,4,Y,0,0,35,199000,W,3,O,1,6,20.0,0.56,1,100,2,0,0,0,1,0,1,0,0,0,N,0,101,101,65,No
6020,55,100,14,S,F,M,3,N,45,45,45,117000,M,7,E,2,4,53.92,0.51,3,47,1,1,2,0,1,0,3,1,0,0,N,0,48,48,10,No
38444,53,100,5,S,M,M,4,Y,100,100,45,462000,W,9,E,0,1,6.0,0.48,1,24,A,0,1,0,0,0,1,0,0,0,N,0,24,24,11,Yes
34220,36,100,1,S,F,M,4,Y,100,100,65,107000,U,5,E,0,5,24.0,1.0,1,31,A,0,1,0,0,0,1,0,0,0,N,0,31,31,6,No
41582,59,0,8,M,F,S,3,Y,45,35,15,54000,R,9,O,0,4,23.0,1.53,1,54,A,0,1,0,0,0,1,0,0,0,N,0,54,54,37,No
37417,41,100,9,S,F,M,4,Y,100,100,100,126000,W,6,E,0,5,44.0,1.83,1,38,A,0,1,0,0,0,1,0,0,0,N,0,38,38,15,Yes
2457,66,100,13,S,F,M,3,N,55,45,45,61000,M,1,C,0,7,65.5,0.79,5,119,A,1,1,0,0,0,1,1,0,0,N,0,190,119,92,No
4016,57,100,2,S,M,M,3,Y,0,0,100,6000,U,2,O,1,9,20.0,0.56,1,83,1,0,0,0,1,0,1,0,0,0,N,0,84,84,48,No
4622,56,100,8,S,F,M,3,Y,0,0,35,73000,B,3,E,0,5,110.22,1.52,7,37,A,0,3,0,2,0,5,0,0,0,N,0,195,128,103,No
17003,58,100,9,S,F,M,5,N,45,45,35,90000,W,3,A,0,2,0.0,0.51,0,12,G,2,0,0,1,1,1,1,0,0,Y,1,147,110,97,No
9961,61,100,9,S,F,M,5,Y,0,100,35,95000,B,6,O,0,10,0.0,0.9,5,63,A,0,2,0,0,0,2,0,0,0,N,0,409,63,40,No
40084,23,0,1,M,M,M,3,Y,0,0,100,40000,W,2,O,0,6,58.0,0.92,5,100,A,0,1,0,0,0,1,0,0,0,N,0,150,100,64,No
26259,30,100,1,S,F,M,3,Y,100,75,65,166000,U,2,E,1,3,20.0,0.36,3,32,A,0,1,0,1,0,2,0,0,0,N,0,90,90,53,No
21912,44,100,1,S,F,M,4,Y,100,65,100,108000,M,2,E,0,2,82.97,0.42,6,24,A,2,3,0,1,0,4,0,2,0,N,0,191,80,39,No
3146,56,100,14,S,F,M,4,Y,0,0,100,153000,M,6,O,4,7,73.97,0.5,7,118,2,0,2,0,2,0,4,0,0,0,N,0,204,120,83,No
32318,56,100,14,S,F,M,5,Y,45,100,45,128000,W,4,O,0,7,62.0,1.15,2,93,6,0,1,0,1,0,2,0,0,0,N,0,97,97,70,No
32779,48,100,14,S,F,M,6,Y,100,100,100,75000,M,2,O,0,6,22.0,0.92,1,86,1,0,0,0,1,0,1,0,0,0,N,0,87,87,62,No
39904,35,0,3,S,F,M,2,Y,100,35,15,72000,W,2,E,0,4,31.0,1.29,2,34,A,0,1,0,0,0,1,0,0,0,N,0,45,34,31,No
11148,68,100,14,S,F,M,5,Y,25,15,100,99000,M,8,O,1,8,75.97,0.8,6,81,A,0,2,0,0,0,2,0,0,0,N,0,206,123,97,No
17994,59,100,13,S,F,M,4,Y,100,45,100,50000,B,3,B,0,2,3.8,0.17,1,100,0,1,1,0,0,0,1,0,1,0,N,0,100,100,87,No
8569,77,100,14,S,F,M,4,Y,15,0,35,77000,R,3,E,0,4,22.0,0.8,1,29,A,0,1,0,0,0,1,0,0,0,N,0,44,29,4,No
36530,32,100,6,S,F,M,4,Y,45,35,15,119000,B,8,E,0,2,12.0,0.76,2,17,S,0,3,0,0,0,2,0,1,0,N,0,48,48,35,No
6894,54,100,9,S,F,M,3,Y,45,35,100,169000,H,4,B,2,8,25.0,0.35,2,116,0,1,1,0,0,0,1,0,1,0,N,0,120,116,70,No
16167,52,100,6,S,F,M,4,N,45,65,45,153000,H,8,A,0,2,32.0,0.71,2,14,A,0,2,0,0,1,1,0,0,0,N,0,201,60,49,No
8053,74,100,14,M,F,M,6,Y,65,65,100,77000,R,4,E,2,3,60.97,0.57,4,42,A,0,2,0,0,0,2,0,0,0,Y,1,79,74,30,No
19839,33,100,1,S,F,M,3,Y,100,100,100,87500,M,2,B,0,3,26.0,0.57,2,72,0,1,1,0,0,0,2,0,1,0,N,0,121,121,109,No
33329,41,100,4,S,F,S,1,U,15,45,45,59000,M,3,C,0,7,5.0,0.1,1,76,0,1,0,0,1,0,1,1,0,0,N,0,78,78,66,No
39325,50,0,1,M,F,M,2,N,25,0,45,7000,W,4,E,2,4,69.97,0.66,4,39,A,0,2,0,1,0,3,0,0,0,N,0,204,39,15,No
23277,46,100,4,S,F,S,1,Y,75,100,100,162500,W,7,O,0,12,38.47,0.79,3,125,M,0,2,0,0,0,2,0,0,0,N,0,126,125,89,No
13940,63,100,14,S,F,M,4,N,45,45,45,70000,U,3,O,0,8,42.0,0.7,2,84,2,0,0,0,1,0,1,0,0,0,N,0,116,88,50,No
37515,36,100,1,M,F,S,2,Y,25,35,45,56000,M,3,E,0,4,10.0,1.25,1,37,A,0,1,0,0,0,1,0,0,0,N,0,37,37,27,No
24096,43,100,14,S,F,M,3,Y,100,100,65,43000,M,2,O,0,7,151.94,1.15,5,88,A,0,4,0,0,0,4,0,0,0,Y,1,116,116,92,No
15787,40,100,14,S,F,M,4,Y,65,75,100,60000,U,2,B,0,8,0.0,0.74,0,72,1,1,0,0,1,0,1,0,1,0,N,0,169,76,61,No
16995,51,100,14,M,F,M,3,Y,100,100,100,109000,B,4,E,0,4,19.0,0.57,1,31,A,1,3,0,0,0,4,0,1,0,N,0,134,134,109,No
21790,39,100,10,S,F,S,2,Y,55,100,65,73000,M,2,E,2,9,185.95,1.04,10,68,1,0,3,0,2,0,3,0,1,0,Y,1,348,90,54,No
41683,39,0,14,S,M,M,6,Y,100,100,100,17000,W,2,E,0,3,66.0,1.83,1,49,A,0,1,0,0,0,1,0,0,0,N,0,49,49,12,Yes
20107,38,100,3,S,F,M,3,Y,100,100,45,202000,W,7,E,0,5,22.0,0.92,1,45,A,0,1,0,0,0,1,0,0,0,N,0,45,45,19,No
29335,28,100,1,S,F,S,2,Y,45,25,25,73000,W,5,A,0,2,29.0,0.91,2,1,A,0,1,0,1,1,1,0,0,0,N,0,134,134,110,No
23417,46,100,11,S,F,M,2,Y,45,100,45,147000,W,5,E,0,1,263.25,0.44,24,11,A,0,2,1,0,0,4,0,0,0,Y,2,505,23,10,Yes
3656,67,100,14,S,F,S,3,N,45,65,45,103000,W,9,E,2,4,56.0,0.53,3,49,1,0,0,0,1,0,1,0,0,0,N,0,180,51,14,No
8730,49,100,14,S,F,M,6,Y,65,0,100,110000,W,3,E,2,0,100.92,0.94,5,5,A,0,3,0,0,0,3,0,0,0,N,0,108,107,59,No
19332,44,100,4,S,F,M,2,U,15,35,15,79000,M,5,O,0,7,19.0,0.79,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,38,No
28996,55,100,14,S,F,M,3,N,45,45,45,95000,H,1,O,0,6,22.0,0.92,1,99,1,0,0,0,1,0,1,0,0,0,N,0,100,100,76,No
15642,64,100,5,M,F,S,2,N,35,0,35,22000,M,2,A,0,3,300.91,1.03,9,32,A,0,6,1,0,1,5,0,1,0,N,0,137,129,104,No
29992,66,100,2,S,M,M,6,Y,100,45,45,124000,B,4,O,0,6,38.0,1.58,2,115,A,0,1,0,0,0,1,0,0,0,N,0,125,115,113,No
32882,67,100,11,S,F,M,2,N,45,55,35,42000,M,2,O,0,8,0.0,0.42,0,86,A,0,1,0,0,0,1,0,0,0,N,0,86,86,73,No
8951,63,100,14,M,F,M,3,N,35,0,35,117000,U,9,E,0,9,77.0,0.64,6,63,A,0,1,0,0,0,1,0,0,0,N,0,284,63,32,No
41862,35,0,1,S,F,M,4,Y,0,0,0,62500,U,3,E,0,5,4.0,0.13,2,29,A,0,2,0,0,0,2,0,0,0,N,0,31,31,16,No
39698,42,0,1,S,F,M,3,Y,15,0,100,84000,B,2,O,0,7,119.98,1.69,2,68,A,0,0,1,0,0,1,0,0,0,N,0,77,68,54,No
40772,60,0,1,S,F,S,1,U,0,0,0,12500,W,4,A,3,2,80.0,0.75,4,2,L,0,0,0,3,1,2,0,0,0,N,0,119,84,47,No
10370,55,100,13,S,F,M,6,Y,0,0,0,209000,W,9,E,10,3,399.26,0.63,30,25,A,0,4,1,5,0,10,0,0,0,Y,1,262,35,16,No
3192,52,100,14,S,F,M,4,N,45,45,45,149000,W,4,O,0,9,59.47,0.92,4,111,A,0,1,0,0,0,1,0,0,0,N,0,312,111,86,No
13982,49,100,7,S,F,M,4,Y,35,0,100,170000,W,6,E,1,4,54.97,0.78,3,38,A,0,2,0,1,0,3,0,0,0,N,0,114,114,78,No
34290,54,100,11,S,M,M,4,Y,15,0,45,20000,W,4,O,0,9,34.0,0.87,3,62,A,0,3,0,0,0,3,0,0,0,N,0,62,62,47,No
1715,39,70,9,S,F,S,2,Y,65,55,100,13000,U,2,E,0,0,3.5,0.12,2,24,A,0,2,0,0,0,2,0,0,0,N,0,24,24,11,No
26346,33,100,6,S,F,M,3,Y,100,55,65,113000,W,5,E,1,3,17.0,0.38,2,27,A,0,1,0,1,0,2,0,0,0,N,0,27,27,14,No
5392,76,100,9,S,F,M,2,N,0,0,0,112500,U,7,B,2,3,37.97,0.26,2,71,0,2,0,0,1,0,1,1,1,0,N,0,162,72,36,No
28211,49,100,14,S,F,M,5,Y,45,65,100,301000,U,8,O,0,7,89.41,1.0,3,97,A,0,2,0,0,0,2,0,0,0,N,0,97,97,73,No
25057,47,100,5,S,F,S,3,Y,45,100,45,43000,U,4,A,5,2,327.91,0.72,15,6,A,0,5,0,2,3,4,0,1,0,N,0,171,96,59,No
25102,43,100,1,S,F,M,5,Y,45,100,100,88000,B,4,O,1,9,107.0,0.97,9,92,1,0,1,0,2,0,3,0,0,0,Y,5,201,77,61,No
39643,57,0,4,S,F,S,1,Y,100,15,25,12000,U,2,O,0,7,45.94,0.85,5,84,A,0,2,0,0,0,2,0,0,0,N,0,96,84,66,No
29081,65,100,14,M,F,S,4,Y,0,100,100,62500,H,5,O,0,8,57.0,0.68,2,117,A,0,1,0,0,0,2,0,0,0,N,0,141,117,60,No
1795,32,70,2,S,F,S,1,Y,45,15,35,42000,U,9,O,1,9,20.0,0.56,1,112,2,0,0,0,1,0,1,0,0,0,N,0,114,114,77,No
40600,57,0,2,M,U,M,4,N,0,0,0,162500,M,9,O,0,7,29.01,0.69,3,79,A,0,2,0,0,0,2,0,0,0,N,0,101,79,73,No
2414,57,100,14,S,F,M,4,N,45,0,35,110000,M,5,E,2,4,102.9,0.43,5,35,1,1,0,0,2,0,2,1,0,0,N,0,90,90,54,No
18276,79,100,14,S,F,M,2,N,35,0,35,33000,W,1,O,0,6,0.0,0.81,0,63,A,0,1,0,0,0,1,0,0,0,N,0,88,63,49,No
33475,53,100,6,S,F,M,2,N,0,0,0,112500,H,4,O,0,9,0.0,0.92,0,77,A,0,1,0,0,0,1,0,0,0,N,0,77,77,61,No
23612,46,100,10,S,F,M,3,Y,65,100,65,143000,W,5,E,2,4,77.44,0.67,5,58,A,1,1,0,0,0,1,0,1,0,N,0,190,58,29,No
29458,49,100,14,S,F,M,5,Y,100,100,100,139000,H,6,A,0,0,273.94,1.18,11,21,A,0,4,1,0,1,2,1,1,0,N,0,157,63,49,No
41722,31,0,2,S,F,S,4,Y,100,100,100,35000,M,2,E,0,4,23.0,0.7,1,41,0,1,1,0,0,0,1,0,1,0,N,0,47,41,25,No
17160,58,100,1,S,F,M,4,Y,15,0,35,46000,H,5,O,0,8,41.0,1.71,1,111,A,0,1,0,0,0,1,0,0,0,N,0,121,111,97,No
29344,54,100,3,S,F,M,1,Y,0,35,25,23000,W,9,O,0,8,139.95,1.32,3,114,A,0,3,0,0,0,3,0,0,0,N,0,133,133,70,No
25933,40,100,14,S,F,M,5,Y,65,100,100,89000,W,2,E,0,2,49.97,0.87,4,5,A,0,3,0,0,0,3,0,0,0,N,0,35,35,21,No
15450,55,100,6,S,F,M,5,N,45,45,35,62000,H,5,A,0,2,15.0,0.68,1,7,A,0,2,0,0,1,1,0,0,0,N,0,36,36,23,No
25767,32,100,1,S,F,S,1,Y,35,35,15,14000,H,3,O,1,4,20.0,0.56,1,77,3,0,0,0,1,0,1,0,0,0,N,0,80,80,42,No
20655,66,100,14,S,F,M,2,N,0,0,35,11000,R,2,E,0,3,20.0,1.33,1,32,A,0,1,0,0,0,1,0,0,0,N,0,32,32,15,No
25119,44,100,8,S,M,M,6,Y,100,100,100,273000,W,7,O,1,7,30.0,0.65,2,94,A,0,1,0,1,0,2,0,0,0,N,0,99,99,63,No
27611,40,100,6,S,F,M,4,Y,65,100,100,23000,U,2,E,0,3,45.0,0.78,3,57,4,0,1,0,1,0,3,0,0,0,N,0,225,60,33,No
10421,52,100,11,S,F,M,4,N,0,65,45,179000,W,3,E,2,5,41.0,0.77,3,32,A,1,2,0,0,0,2,1,0,0,N,0,154,90,42,No
5287,56,100,14,S,F,M,2,Y,25,100,45,131000,M,4,O,1,7,50.0,0.89,3,109,1,0,0,0,2,0,2,0,0,0,Y,1,120,111,83,No
20042,61,100,4,S,F,M,4,Y,100,0,25,108000,M,2,E,0,3,7.49,0.62,1,47,A,0,1,0,0,0,1,0,0,0,N,0,47,47,33,No
41963,25,0,13,M,F,S,4,Y,45,15,15,5000,M,3,E,0,3,0.0,0.0,1,32,A,0,1,0,0,0,1,0,0,0,N,0,32,32,27,No
30221,72,100,5,S,F,M,5,N,15,0,45,27000,R,8,O,0,15,99.95,0.79,1,122,A,0,1,0,0,0,1,0,0,0,N,0,122,122,58,No
12941,48,100,3,S,F,M,2,Y,0,100,45,46000,U,3,A,4,2,149.3,0.5,9,22,A,0,5,0,0,1,5,0,0,0,N,0,264,159,109,No
40568,42,0,1,S,F,M,4,Y,45,15,35,12000,M,4,E,0,4,20.0,0.56,2,39,4,0,0,0,1,0,1,0,0,0,Y,1,184,44,4,No
17892,48,100,12,S,F,M,4,Y,65,0,100,123000,H,5,E,0,2,32.0,0.62,3,16,A,0,3,0,0,0,4,0,0,0,N,0,50,50,37,No
12584,50,100,10,S,U,S,1,Y,25,100,45,107000,U,6,A,0,0,140.0,0.99,8,8,A,0,2,0,1,1,3,0,0,0,Y,4,136,136,112,No
22534,43,100,10,S,M,M,3,Y,0,100,100,178000,W,9,O,1,6,48.0,0.65,3,89,A,0,1,0,1,0,3,0,0,0,N,0,154,94,57,Yes
30148,53,100,14,S,F,M,3,U,0,0,0,25000,U,3,O,0,7,41.0,1.71,2,115,A,0,1,0,0,0,1,0,0,0,N,0,124,115,112,No
5656,51,100,14,S,F,M,4,Y,45,75,100,85000,W,5,E,1,4,33.0,0.53,2,59,1,0,0,0,1,0,1,0,0,0,N,0,144,60,23,No
18390,54,100,1,M,F,S,1,U,15,15,25,15000,W,7,E,0,5,0.0,0.97,0,26,A,0,2,0,0,0,2,0,0,0,N,0,85,85,71,No
23988,37,100,10,S,F,M,3,Y,100,100,65,254000,W,5,E,3,3,64.0,0.44,6,36,A,0,2,0,1,0,4,0,0,0,N,0,120,120,83,No
15571,48,100,6,S,F,S,1,Y,0,0,100,62500,U,3,B,0,4,66.0,0.64,4,58,0,1,0,0,1,0,1,0,1,0,N,0,246,61,47,No
14404,54,100,14,S,F,M,4,N,45,55,45,89000,W,5,O,2,10,26.0,0.55,2,100,M,0,1,0,0,0,1,0,0,0,N,0,101,100,52,No
9665,54,100,14,S,F,M,4,Y,45,55,35,163000,W,4,O,1,8,63.97,0.48,4,65,A,0,2,0,0,0,2,0,0,0,N,0,238,65,36,No
30755,62,100,14,S,M,M,3,N,45,65,45,98000,M,6,O,0,10,41.0,1.71,2,98,A,0,1,0,0,0,1,0,0,0,N,0,116,98,86,No
8235,54,100,1,S,F,M,4,Y,0,100,0,62500,W,3,E,1,10,28.97,0.48,2,64,A,0,1,0,0,0,1,0,0,0,Y,2,72,64,24,Yes
23376,32,100,1,S,F,M,3,Y,0,100,0,112500,W,6,B,1,10,51.5,0.0,5,135,0,1,1,0,0,0,1,0,1,0,N,0,288,135,110,No
30505,65,100,10,S,F,S,1,N,15,0,35,88000,W,5,O,0,9,0.0,0.79,0,120,A,0,1,0,0,0,1,0,0,0,N,0,120,120,108,No
4694,71,100,14,S,F,M,3,N,45,15,35,160000,W,9,E,2,5,119.85,1.12,8,35,A,1,2,0,0,0,2,1,0,0,N,0,35,35,18,No
40758,46,0,14,S,M,S,6,Y,100,65,100,116000,W,4,O,0,7,41.0,0.85,2,109,A,0,1,0,0,0,1,0,0,0,N,0,121,109,73,No
32138,42,100,1,M,F,S,3,Y,0,0,100,62500,W,3,C,0,10,0.0,0.92,0,108,1,1,0,0,0,0,1,1,0,0,N,0,112,112,97,No
6085,48,100,4,S,M,S,3,Y,15,100,45,61000,W,2,E,1,5,180.92,0.94,18,28,A,0,2,0,0,0,1,0,0,0,N,0,255,28,15,No
9884,74,100,10,S,F,M,2,N,25,0,35,129000,U,9,C,3,5,40.97,0.0,4,60,A,1,1,0,0,0,1,1,0,0,N,0,250,60,47,No
10590,56,100,5,S,F,M,2,N,0,0,0,42500,U,3,C,3,6,125.97,0.62,10,106,5,0,1,0,2,0,2,0,0,1,Y,1,256,111,71,No
28909,38,100,1,S,F,M,2,Y,45,65,100,57000,M,3,E,0,1,42.94,0.0,3,24,A,0,1,0,1,0,2,0,0,0,N,0,147,24,11,No
13197,60,100,1,M,F,M,3,Y,0,0,100,137500,W,7,E,3,2,178.87,0.89,12,48,A,0,5,0,1,0,5,0,0,1,Y,1,96,48,35,No
38236,28,100,5,S,F,M,4,Y,45,15,15,43000,M,2,E,0,4,0.0,0.0,1,27,A,0,1,0,0,0,1,0,0,0,N,0,27,27,13,No
30413,39,100,7,S,F,M,4,Y,75,100,100,105000,U,4,E,0,4,131.88,0.95,5,25,A,0,3,0,0,0,4,0,0,0,N,0,25,25,8,No
19826,66,100,8,S,F,M,5,Y,0,0,35,113000,R,5,E,0,5,22.0,0.92,1,51,A,0,1,0,0,0,1,0,0,0,N,0,51,51,27,No
19431,37,100,11,S,M,M,3,Y,100,100,65,128000,M,3,A,0,3,0.03,0.0,3,50,A,0,3,0,0,1,3,0,0,0,N,0,50,50,37,No
25455,34,100,1,S,F,S,3,Y,100,100,0,35000,W,6,O,1,6,20.0,0.56,1,89,1,0,0,0,1,0,1,0,0,0,N,0,90,90,54,No
26666,62,100,1,S,F,S,1,N,0,15,0,36000,M,3,C,0,2,63.0,0.59,2,109,0,1,1,0,0,0,1,1,0,0,N,0,238,109,73,No
26649,30,100,9,S,F,M,2,N,25,0,35,91000,H,2,E,1,0,6.0,0.5,1,24,A,0,1,0,0,0,1,0,0,0,N,0,24,24,11,No
39531,54,0,9,S,F,S,2,Y,65,25,100,13000,M,3,O,0,9,38.0,1.58,2,114,A,0,1,0,0,0,1,0,0,0,N,0,123,114,100,No
24071,47,100,12,M,F,M,4,Y,0,100,100,42500,H,3,A,1,1,78.92,0.69,3,5,F,0,2,0,1,1,3,0,0,0,N,0,117,57,19,No
9270,50,100,1,S,F,M,1,U,0,0,0,137500,W,9,O,4,14,240.8,1.34,16,130,1,0,2,2,3,0,7,0,0,0,N,0,245,124,100,No
6640,54,100,1,S,M,M,1,Y,0,75,0,225000,U,2,O,1,10,39.0,0.92,2,112,A,0,1,0,0,0,1,0,0,0,N,0,226,112,88,No
20988,54,100,9,S,F,S,2,N,0,0,45,97000,W,6,A,0,2,43.0,0.61,6,15,A,0,5,0,0,1,4,0,0,0,N,0,15,15,3,No
35458,40,100,10,S,F,M,5,Y,0,75,75,129000,M,2,O,0,4,39.0,1.3,2,54,A,0,2,0,0,0,2,0,0,0,N,0,59,54,37,Yes
16818,36,100,1,S,F,M,6,Y,100,100,100,91000,M,2,O,0,10,22.0,0.92,1,70,6,0,0,0,1,0,1,0,0,0,N,0,75,75,48,No
25320,30,100,6,S,F,M,4,Y,100,100,35,159000,W,4,O,0,6,40.0,1.43,2,93,1,0,0,0,2,0,2,0,0,0,N,0,94,94,70,Yes
12466,48,100,7,S,F,S,2,Y,25,100,45,99000,W,7,E,0,4,97.88,1.02,6,35,A,0,2,0,0,0,2,0,0,0,N,0,35,35,17,No
3502,59,100,8,S,F,M,6,N,45,0,35,142000,W,6,E,3,3,72.0,0.54,4,45,1,0,0,0,1,0,1,0,0,0,N,0,249,46,9,Yes
16907,34,100,6,S,M,M,5,Y,100,100,65,145000,M,7,O,0,12,19.0,1.58,1,128,A,0,1,0,0,0,1,0,0,0,N,0,128,128,115,Yes
21157,44,100,6,S,F,S,3,Y,45,100,100,38000,B,3,E,1,7,78.97,0.94,4,69,1,0,0,0,2,0,2,0,0,0,N,0,238,71,35,No
30985,51,100,14,M,F,M,2,N,45,45,45,142000,W,3,C,0,6,14.0,0.92,0,110,1,1,0,0,1,0,1,1,0,0,N,0,157,111,97,No
1437,77,60,4,M,F,M,6,Y,100,100,45,73000,R,3,E,1,4,19.0,0.23,1,54,0,1,0,0,1,0,1,0,1,0,N,0,58,58,18,No
5705,54,100,1,S,F,M,6,Y,0,0,100,96000,W,2,E,2,3,67.97,1.02,3,44,2,0,0,0,2,0,2,0,0,0,N,0,145,46,9,No
37302,32,100,1,S,F,S,1,Y,100,25,15,38000,U,5,E,0,2,6.0,0.17,1,17,A,0,1,0,0,0,1,0,1,0,N,0,18,17,5,No
21152,47,100,14,S,F,M,5,Y,25,100,100,87000,M,3,E,2,6,35.97,0.53,2,68,6,0,1,0,1,0,3,0,0,0,N,0,238,72,34,No
14024,49,100,12,M,M,S,1,N,45,35,45,223000,M,9,A,2,5,92.0,0.85,4,52,L,0,1,0,1,1,1,0,0,0,N,0,114,114,78,No
42027,52,0,1,M,F,S,3,U,0,0,0,15000,U,1,E,0,1,12.0,0.33,2,24,A,0,2,0,0,0,2,0,0,0,N,0,25,24,12,No
